Timestamp,NF_Instance,PDU_Session_Success_Rate,SBI_Latency_ms,Packet_Drop_Rate_Pct
2026-09-18 16:00:00,UPF_01,99.44,12.3,0.022
2026-09-18 17:00:00,UPF_01,99.31,10.5,0.005
2026-09-18 18:00:00,UPF_01,99.38,10.8,0.012
2026-09-18 19:00:00,UPF_01,99.44,13.4,0.008
2026-09-18 20:00:00,UPF_01,99.24,10.4,0.052
2026-09-18 21:00:00,UPF_01,99.5,7.4,0.002
2026-09-18 22:00:00,UPF_01,99.38,8.8,0.022
2026-09-18 23:00:00,UPF_01,99.49,5.2,0.02
2026-09-19 00:00:00,UPF_01,94.93,9.3,8.224
2026-09-19 01:00:00,UPF_01,93.09,7.1,5.175
2026-09-19 02:00:00,UPF_01,94.5,6.6,9.44
2026-09-19 03:00:00,UPF_01,92.15,8.7,6.69
2026-09-19 04:00:00,UPF_01,94.88,12.6,6.481
2026-09-19 05:00:00,UPF_01,93.87,10.0,6.957
2026-09-19 06:00:00,UPF_01,99.41,12.9,0.004
2026-09-19 07:00:00,UPF_01,99.26,16.7,0.018
2026-09-19 08:00:00,UPF_01,99.46,14.3,0.001
2026-09-19 09:00:00,UPF_01,99.25,15.6,0.019
2026-09-19 10:00:00,UPF_01,99.27,13.2,0.006
2026-09-19 11:00:00,UPF_01,99.45,16.7,0.004
2026-09-19 12:00:00,UPF_01,99.44,16.1,0.013
2026-09-19 13:00:00,UPF_01,99.46,18.1,0.023
2026-09-19 14:00:00,UPF_01,99.47,16.9,0.001
2026-09-19 15:00:00,UPF_01,99.32,14.4,0.048
2026-09-19 16:00:00,UPF_01,99.43,10.0,0.015
2026-09-19 17:00:00,UPF_01,99.36,14.5,0.01
2026-09-19 18:00:00,UPF_01,99.49,13.5,0.035
2026-09-19 19:00:00,UPF_01,99.49,10.5,0.004
2026-09-19 20:00:00,UPF_01,99.39,9.8,0.037
2026-09-19 21:00:00,UPF_01,99.34,11.2,0.001
2026-09-19 22:00:00,UPF_01,99.32,8.3,0.013
2026-09-19 23:00:00,UPF_01,99.48,5.0,0.035
2026-09-20 00:00:00,UPF_01,99.43,5.0,0.006
2026-09-20 01:00:00,UPF_01,99.35,5.0,0.015
2026-09-20 02:00:00,UPF_01,99.2,5.1,0.015
2026-09-20 03:00:00,UPF_01,99.46,5.0,0.007
2026-09-20 04:00:00,UPF_01,99.46,11.1,0.009
2026-09-20 05:00:00,UPF_01,99.47,14.6,0.003
2026-09-20 06:00:00,UPF_01,99.47,12.3,0.004
2026-09-20 07:00:00,UPF_01,99.29,13.2,0.019
2026-09-20 08:00:00,UPF_01,99.46,13.4,0.017
2026-09-20 09:00:00,UPF_01,99.32,13.2,0.017
2026-09-20 10:00:00,UPF_01,99.34,17.0,0.012
2026-09-20 11:00:00,UPF_01,99.34,13.8,0.009
2026-09-20 12:00:00,UPF_01,99.42,14.8,0.012
2026-09-20 13:00:00,UPF_01,99.47,15.3,0.03
2026-09-20 14:00:00,UPF_01,99.25,15.8,0.003
2026-09-20 15:00:00,UPF_01,99.47,17.3,0.002
2026-09-20 16:00:00,UPF_01,99.49,13.8,0.054
2026-09-20 17:00:00,UPF_01,99.39,15.2,0.009
2026-09-20 18:00:00,UPF_01,99.45,12.3,0.01
2026-09-20 19:00:00,UPF_01,99.42,14.7,0.001
2026-09-20 20:00:00,UPF_01,99.36,12.4,0.004
2026-09-20 21:00:00,UPF_01,99.36,7.0,0.018
2026-09-20 22:00:00,UPF_01,99.49,10.1,0.052
2026-09-20 23:00:00,UPF_01,99.33,6.2,0.009
